784,30,30,10
0,30896303218922194
0,4953939327677733
0,34190917423317246
0,4724384237126137
0,0717722009786731
0,3308292138561032
0,4562308869409938
-0,00524396578830566
0,08692476497111357
-0,45281772615525706
-0,018512200181338367
-0,3950477417000544
-0,3280167972829928
0,2996740404664957
0,46805009457099167
-0,010903968198832437
-0,4535755116057827
-0,10487417095339668
0,44871884170845977
-0,1090159754903276
-0,41081844474284523
-0,046266781992198025
0,4836190109031586
0,1419845093966111
0,48542856281439906
-0,3552977346633047
0,15788315693393562
-0,29848240181161856
0,06939857497969193
-0,42044160704248035
-0,239367591537884
-0,11086039334831432
-0,473782957784157
-0,31721374448516404
-0,31696048023673706
-0,29916732372660015
-0,1281751896791724
0,12854221385653075
-0,15894779578850882
-0,48941191858841226
0,3080059489274445
0,427607207260691
-0,27709762006536365
0,22730976231118072
0,4373096610593393
0,13749768972870513
-0,34366494951393955
-0,03845338696638423
0,12179687933388528
-0,29069288058647536
0,10060631763251238
-0,30782770293898043
-0,23640435527237402
0,4262602461276467
0,07333058973510287
0,40006542946483514
-0,20499423312605225
0,39759741627776135
-0,30642635256773687
0,4406233860380909
0,3394086538087945
0,4629679142008486
0,07384369532215884
0,029662838679963444
-0,17037136006144615
0,05366779255547982
-0,013039715694469822
-0,26489653033128635
-0,45347935263204486
0,06375116858669083
-0,11455563095320542
0,38892560397580944
-0,08115456588031333
0,03335938220355561
0,2070991986234927
-0,4483772845247843
0,41878541815492865
-0,02922365278989547
0,2992233663002437
-0,43356571916081166
-0,3898791782266029
0,29817547241046616
0,43104698849231693
0,34353993206971
0,3427833010142224
0,19653636506911487
0,42501560999739774
-0,4631281799532624
-0,3346642319710764
0,1765160666414216
-0,07333040187356032
0,29492971359996545
-0,004866635056421487
0,11064050694695171
-0,03665665980317567
-0,005015110146921464
0,21396693919781928
0,4424019483452818
0,4596635014127658
0,42484866652680753
0,29040342205417
0,2844484524253591
0,058541803104952495
0,35994605730125384
0,35364758266874885
0,12483723605650487
0,21189051101611878
0,009297551509653723
-0,09615124318349977
0,045723012358800386
-0,4694955005719338
0,36665161314319616
-0,2566254150944933
0,23124269491547167
0,2989568887283909
-0,4486793801692547
0,2694926298157512
-0,3460476451225444
-0,07841726116631897
-0,46972126206347486
-0,34237381583157467
-0,059148432615719226
0,4813782406964491
0,4433051732698835
0,16550021620506206
-0,45887757868495505
0,47152137747556977
0,0831816871913651
0,1494801839837404
-0,11560089070630519
-0,4545886027536963
0,1119984372619649
0,005209021078965481
0,11595826007228216
-0,4057286588367012
-0,22038537293406413
-0,40431566668002183
0,1317119571793498
-0,0021918856787034313
0,41097845118478304
0,15010179747230157
0,11985031681306735
-0,17969863121223328
-0,24647132023890328
0,24637222741562237
0,44733697260272753
-0,3483604196196106
-0,47199885687663656
0,1591549021770543
-0,07097792658401536
-0,4315413601469035
-0,3572234917833822
-0,10815402895497683
0,4546877377539066
-0,4136746328190374
0,4240784696811276
0,012679017701273554
0,3188458386183567
-0,1040657715278479
-0,22256909432319982
0,3066419718263249
0,16215054330057133
-0,27232033050586346
0,2603006186396517
0,35617940630799694
-0,29099296186839974
0,031591708010486275
-0,26783656409014245
0,09453338292993807
-0,31275184766565434
-0,07034558109953137
-0,25101125734284824
-0,4066894657686021
0,38478850148109733
0,30786260045444747
-0,11500702835255294
-0,1739876777270628
-0,4187386137632608
-0,2705186977584211
0,1972586922243187
0,4574256780814746
0,1976422564760546
-0,43981254796464475
0,3703123684133134
0,32268479304021624
0,4464080979586942
0,031490564592162595
-0,33469227147205793
-0,20628454985321687
-0,17485531715224834
0,3774819001421673
-0,13773768248298068
-0,19343194673615582
-0,38624319956657627
-0,08488947092773735
0,4154187547688495
0,17915356110647018
-0,3121918063762955
-0,1839282074764883
0,3952011788443429
0,4082546515783394
-0,28675777016300363
-0,0982565239648453
-0,05810992098432144
0,2776816036337859
-0,16860837581326416
0,3037050489976212
0,30359705512836954
-0,3947559393899255
-0,3503839330202171
-0,33862053562862904
0,4151949670435442
0,027148916305966497
-0,30570899485050507
0,4280276493118498
0,3500196350467657
-0,40405469181215137
-0,4947993304768643
-0,20505560523103117
-0,3285433772995894
-0,4937846928285353
-0,3032222816806689
0,028650002912093964
-0,049876577026076285
0,24385638881971505
0,4355842296622513
-0,008803235638061513
0,21533828242745956
0,39171326933430706
0,026082516342198492
0,03260638793229176
-0,10961330699806615
-0,3413314737743345
0,36109641019818606
0,2720427904486864
-0,43885749789076556
-0,22916051566251727
0,4797013828405873
-0,2710798495424528
0,0612166127201218
0,12968451587585206
-0,19307457234906034
-0,49975487646640615
-0,2436042396813478
0,22808958210358732
-0,37141757986317114
0,21166371967252506
0,16060785004342448
-0,40973304193597004
-0,05429077109550762
0,43048996314660404
0,20525753389895018
0,44274291039507807
0,40992677295373503
-0,11036288529879779
-0,4484340979491942
-0,08908441723221416
0,17144215089153214
-0,4100548944148593
0,43467046686541333
-0,3896881586665234
-0,2398293457561148
-0,27429843160466616
-0,016877534843483533
0,11182350073403768
0,19897848191803014
-0,37485475157055126
-0,17123225336409698
0,1165313661393278
0,2515018593467616
-0,20793349275664175
0,2840610415921815
0,11778268604611897
0,049169878432325675
0,32442489859756785
0,17057501153402588
-0,3016543784830783
0,47564119296369234
0,08382949850974541
-0,31754605658625235
0,3697538620288988
-0,30116740546136733
0,2653036292107378
-0,06162911194525145
-0,35913797506528866
-0,046588478890803975
0,20205957591451673
-0,07550857107744069
0,14312880835199526
0,46866074782738687
0,2653298296645866
0,4482539835836358
0,4226858500142837
-0,2462686788477878
0,20153099142425668
-0,297145713714831
-0,06262711339580218
0,19403705948170413
-0,10640305772125247
-0,38271909091991396
-0,12531326421696787
-0,2764740368314591
-0,2530579021217835
0,4767898931378658
0,28434032306978463
0,001937414824560335
-0,1359114187861955
0,2271604834311678
-0,4097924726785156
0,2662065072640648
0,2774875210034653
-0,23891013026126373
0,014558591561572798
-0,36040350426989687
-0,10093765224072615
0,20318545847845293
-0,06973702601871445
-0,3321250778807039
0,005635366689682231
0,0374615583617629
-0,35553258899647044
-0,009722981918155127
-0,03372329562671772
-0,05593363376953642
-0,3885716184788983
-0,14672993737426776
0,1000313098317972
-0,4673807996900379
0,08997060809968405
0,2144755987630036
-0,12737993480356757
-0,4677094156495255
0,053624918758062745
-0,21358695321791332
0,4901003271113695
-0,452087413688086
-0,33008704951621914
0,35328378952876016
-0,3461866321378052
-0,3885440613676394
-0,29506597443834215
-0,12347994473422064
0,2686586200269807
-0,40158527407878564
0,2993622846231535
0,20587997258420476
-0,4209900611208056
0,24405903918756144
0,004412791436981145
-0,02911159304049782
0,4193336157892288
-0,18211600921981042
-0,08947378133432626
-0,22986137116830685
-0,28041918191276116
0,14789135168940615
-0,17152016450149787
-0,17016365428357605
-0,1496664968385233
0,3052102821296775
0,05712509397489095
-0,3171544416838349
0,11203745355625294
0,17860043707318105
-0,025654341332190404
-0,3787766649749017
0,31615761373940326
0,39036722901679
-0,14095399112419957
0,1052012958687605
0,06755519258878707
0,09629113011063686
0,43905771471936833
-0,26080392054349444
0,07038558482032187
-0,29612727715851517
0,223910823793785
0,3008163727347715
-0,29032655167064475
0,3849117827966353
0,1414329960562907
-0,25989621199880336
0,40806254117397617
0,14554148640836798
0,13165341896553706
0,09915772828587498
-0,37802772931301704
